id,agency_name,name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,financial_disclosure_url,ethics_waiver_url,image_url,reason_for_missing_report,agency_id,slug,has_lobbyists,taskforce_member,taskforce_title,taskforce_agency,agency_slug,senate_lobbying_confirmation,last_year_lobbied,senate_lobbying_url,linkedin_url,outside_bio,bio_source,bio_url,sge,last_name,awaiting_senate_confirmation,nomination_appointment_failed,government_transfer,propublica_bio,resume_document_url,new_financial_disclosure_addition
"1077","White House Office","Quinn M. Jones O'Brien","Special Assistant to the President and Associate Director of Presidential Personnel","Special Assistant to the President and Special Assistant to the Chief of Staff","","","2017-08-01","2019-04-01","https://www.documentcloud.org/documents/4387690-Quinn-M-Jones-O-Brien-Financial-Disclosure.html","","","","39","quinn-m-jones-o-brien-white-house-office","","","","","white-house-office","","","","","","","","","O'Brien","","","State","","",""
"1074","Agriculture","Stephen Lee Censky","Deputy Secretary","","","","2017-10-03","","https://www.documentcloud.org/documents/4387530-Stephen-Lee-Censky-Financial-Disclosure.html","","","","5","stephen-lee-censky","","","","","agriculture","","","","","","","","","Censky","","","","","https://www.documentcloud.org/documents/4824350-Stephen-Lee-Censky-Resume.html",""
"1072","National Endowment for the Arts","Mary Anne Carter","Senior Deputy Chairman","","","","2017-03-21","","https://www.documentcloud.org/documents/4388093-Mary-Anne-Carter-Financial-Disclosure.html","","","","40","mary-anne-carter","","","","","national-endowment-for-the-arts","","","","","","","","","Carter","","","","","https://www.documentcloud.org/documents/4824365-Mary-Anne-Carter-Resume.html",""
"1076","Homeland Security","Quinn M. Jones O'Brien","Briefing Book Coordinator","","","$44,941","2017-01-20","2017-08-01","https://www.documentcloud.org/documents/4387690-Quinn-M-Jones-O-Brien-Financial-Disclosure.html","","","","66","quinn-m-jones-o-brien","","","","","homeland-security","","","","","","","","","O'Brien","","","White House Office","","",""
"590","Defense","Molly L. Walsh","Special Assistant","Senior Advisor, Under Secretary of Defense (Acquisition, Technology and Logistics)","","$165,300","2017-01-20","","https://www.documentcloud.org/documents/3766249-Walsh-Molly.html","","","","16","molly-l-walsh","","","","","defense","","","","https://www.linkedin.com/in/molly-walsh-9b23013/","Walsh was most recently a senior policy and research analyst at the Logistics Management Institute, where she provided strategic guidance and policy support to government clients including the Department of Defense and the Department of Homeland Security. She is a graduate of the University of Southern California and Fordham University.","Department of Defense","https://web.archive.org/save/https://www.defense.gov/News/News-Releases/News-Release-View/Article/1212023/senior-executive-service-announcements/","","Walsh","","","","","",""
"1186","State","James Randolph Evans","Ambassador, Luxembourg","","","","","","https://www.documentcloud.org/documents/4388235-James-Randolph-Evans-Financial-Disclosure.html","","","","14","james-randolph-evans","","","","","state","","","","","","","","","Evans","","","","","",""
"1086","White House Office","Robert L. \"Bobby\" Peede","Deputy Assistant to the President and Director of Presidential Advance","","","","2017-09-09","","https://www.documentcloud.org/documents/4388153-Robert-Peede-Financial-Disclosure.html","","","","39","robert-l-bobby-peede","","","","","white-house-office","","","","","","","","","Peede","","","","","",""
"1084","Homeland Security","David A. Lapan","Advisor","Deputy Assistant Secretary aor Public Affairs","","$153,730","2017-04-02","2017-10-27","https://www.documentcloud.org/documents/4387695-David-Lapan-Financial-Disclosure.html","","","","66","david-a-lapan","","","","","homeland-security","","","","","","","","","Lapan","","","","","",""
"1085","Homeland Security","Cora J. Mandy","Special Assistant","","","$36,281","2017-04-02","2017-12-29","https://www.documentcloud.org/documents/4387702-Cora-Mandy-Financial-Disclosure.html","","","","66","cora-j-mandy","","","","","homeland-security","","","","","","","","","Mandy","","","","","",""
"1015","Commerce","Joseph A. Laroski","Senior Advisor, International Trade Administration","","","$161,900","2017-05-14","","https://www.documentcloud.org/documents/4387568-Joseph-A-Laroski-Financial-Disclosure.html","","","","17","joseph-a-laroski","true","","","","commerce","","","","https://www.linkedin.com/in/joseph-laroski-05441b66/","Laroski represented the United States in dispute settlement proceedings before the WTO and in other types of bilateral and multilateral trade relations while at the USTR. Prior to that, he handled antidumping and countervailing duty cases as an associate at Washington-based law firms, from 1999 to 2008. Laroski earned a Juris Doctor degree from Fordham University School of Law, a Master of Laws degree from Georgetown University Law Center and a Bachelor of Science degree from Georgetown University School of Foreign Service.","Marketwire","http://www.marketwired.com/press-release/king-spalding-recruits-joseph-laroski-to-its-international-trade-group-1713480.htm","","Laroski","","","","","",""
"3082","Education","Nicholas Andrew Abramczyk","Special Assistant, Office of Legislation and Congressional Affairs","","","","2018-01-07","2018-07-20","","","","","3","nicholas-andrew-abramczyk-education","","","","","education","","","","","","","","","Abramczyk","","","National Endowment for the Arts","","",""
"1088","Consumer Financial Protection Bureau","Thomas Becket Pahl","Policy Associate Director","","","","2018-04-02","","","","","","23","thomas-becket-pahl-consumer-financial-protection-bureau","","","","","consumer-financial-protection-bureau","","","","","","","","","Pahl","","","","","",""
"3074","Health and Human","Natalie Monica Szmyd","Special Assistant","","","","2018-04-24","","","","","","59","natalie-monica-szmyd","","","","","health-and-human","","","","https://www.linkedin.com/in/natalieszmyd","","","","","Szmyd","","","","","",""
"1093","Commodity Futures Trading Commission","Brian D. Quintenz","Commissioner","","","","2017-08-03","","https://www.documentcloud.org/documents/4387618-Brian-D-Quintenz-Financial-Disclosure.html","","","","56","brian-d-quintenz","","","","","commodity-futures-trading-commission","","","","","","","","","Quintenz","","","","","",""
"1029","State","Hunter Michael Morgen","Staff Assistant, Office Of The Secretary","","","$54,972","2017-01-20","2017-05-06","https://www.documentcloud.org/documents/3863562-Morgen-Hunter-M.html","","","","14","hunter-michael-morgen-state","","","","","state","","","","","A pair of 2016 grads, Hunter Morgen and Kevin Oswald, are employed by Donald Trump’s campaign. Morgen, who majored in political science at Rider, focuses on policy for the Republican campaign. (The Trump campaign did not permit him to be interviewed.)","Rider University via Internet Archive","https://web.archive.org/save/https://www.rider.edu/news/2017/12/30/skills-gained-rider-help-alumni-land-jobs-national-presidential-campaigns","","Morgen","","","State","","",""
"1097","Commerce","Peter B. Davidson","General Counsel","","","","2017-08-03","","https://www.documentcloud.org/documents/4387554-Peter-B-Davidson-Financial-Disclosure.html","","","","17","peter-b-davidson","true","","","","commerce","","","","","","","","","Davidson","","","","","",""
"1100","Commerce","David J. Redl","Assistant Secretary for Communications and Information","","","","2017-11-07","","https://www.documentcloud.org/documents/4387598-David-J-Redl-Financial-Disclosure.html","","","","17","david-j-redl","true","","","","commerce","","","","","","","","","Redl","","","","","",""
"1098","Commerce","Timothy Gallaudet","Assistant Secretary for Oceans and Atmosphere","","","","2017-10-05","","https://www.documentcloud.org/documents/4387603-Timothy-Gallaudet-Financial-Disclosure.html","","","","17","timothy-gallaudet","","","","","commerce","","","","","","","","","Gallaudet","","","","","",""
"1095","Defense","Dean L. Winslow","Assistant Secretary for Health Affairs","","","","","","https://www.documentcloud.org/documents/4387655-Dean-L-Winslow-Financial-Disclosure.html","","","","16","dean-l-winslow","","","","","defense","","","","https://www.linkedin.com/in/dean-winslow-1044771/","Dr. Dean Winslow specializes in infectious diseases and hospital-based internal medicine. He has practiced medicine for more than 40 years. Dr. Winslow has a special interest in bedside teaching of medical students, residents and fellows.","Stanford University","https://profiles.stanford.edu/dean-winslow","","Winslow","","true","","","",""
"1096","Defense","Thomas B. Modly","Under Secretary of the Navy, Office Of The Under Secretary Of The Navy","","","","2017-11-16","","https://www.documentcloud.org/documents/4387642-Thomas-B-Modly-Financial-Disclosure.html","","","","16","thomas-b-modly","","","","","defense","","","","https://www.linkedin.com/in/thomas-modly-6686389/","","","","","Modly","","","","","",""
"1101","Defense","Mark T. Esper","Secretary of the Army","","","","2017-11-16","","https://www.documentcloud.org/documents/4387637-Mark-T-Esper-Financial-Disclosure.html","","","","16","mark-t-esper","true","","","","defense","","","","https://www.linkedin.com/in/mark-esper-11b4671/","For the past seven years, Esper was a senior executive at the Raytheon Company as Vice President for Government Relations. From 2008-2010, Esper served concurrently as Executive Vice President for the U.S. Chamber of Commerce’s Global Intellectual Property Center and as Vice President for Europe and Eurasian Affairs. From 2006-2007 he served as COO and Executive Vice President of Defense and International Affairs at the Aerospace Industries Association. Esper also has extensive experience working on Capitol Hill. He served as National Security Advisor for Senate Majority Leader Bill Frist; Policy Director for the House Armed Services Committee; and as a Professional Staff Member on the Senate Foreign Relations and Government Affairs Committees where he was responsible for national security issues. Esper also served as the Legislative Director and Senior Policy Advisor to Senator Chuck Hagel. His Pentagon experience includes serving as the Deputy Assistant Secretary of Defense (Negotiations Policy) in the Office of the Secretary of Defense and earlier on the Army staff as a war planner. Esper was also a Chief of Staff of the Heritage Foundation, and taught at Missouri State University’s Department of Defense and Strategic Studies program in Fairfax, Virginia. Esper is a 1986 graduate of the United States Military Academy and received his commission in the Infantry. Upon completion of Ranger and Pathfinder training, he served on active duty for over a decade, including service in the 1990-1991 Gulf War with the 101st Airborne Division. He later commanded an airborne rifle company in Europe. Following active duty, he served in both the Virginia and District of Columbia National Guard, and Army Reserve before retiring in 2007. Esper holds a Master of Public Administration degree from the John F. Kennedy School of Government at Harvard University, and a Ph.D. in Public Policy from The George Washington University. He is a recipient of the Department of Defense Medal for Distinguished Public Service. Among his military awards and decorations are the Legion of Merit and Bronze Star Medal, the Kuwait Liberation Medal and Kuwait Liberation Medal – Saudi Arabia, and the Combat Infantryman Badge. Esper and his wife Leah have been married for 28 years and have three adult children","Department of Defense","https://web.archive.org/web/20180205165044/https://www.defense.gov/About/Biographies/Biography-View/Article/1378166/dr-mark-t-esper/","","Esper","","","","","",""
"3181","Export-Import Bank","Sarah Catherine Goodin","Advisor to the White House Liaison","","","","2017-02-27","2017-03-03","","","","Financial disclosure not required because of limited term of service","60","sarah-catherine-goodin","","","","","export-import-bank","","","","","","","","","Goodin","","","","","https://www.documentcloud.org/documents/4824524-Sarah-Catherine-Goodin-Resume.html",""
"3175","Justice","Samuel Romero Ramer","Senior Associate Counsel to the President","Principal Deputy Assistant Attorney General","","","2017-02-13","2019-02-22","","","","","32","samuel-romero-ramer","","","","","justice","","","","","","","","","Ramer","","","","","",""
"3138","White House Office","Rebecca L. Wasserstein","Deputy Director of White House Travel Office","","","$77,000","2017-02-01","2019-04-01","","","","","39","rebecca-l-wasserstein","","","","","white-house-office","","","","https://www.linkedin.com/in/rebecca-wasserstein-23130545/","","","","","Wasserstein","","","","","",""
"3149","White House Office","Robert Gabriel Jr.","Special Assistant to the President and Director of the Office of the Senior Advisor for Policy","Special Assistant to the Senior Advisor, Domestic Policy Council","","$120,000","","","","","","","39","robert-gabriel-jr","","","","","white-house-office","","","","","","","","","Gabriel","","","","","",""
"1105","Commerce","Michael Platt Jr.","Assistant Secretary for Legislative and Intergovernmental Affairs","","","","2017-08-03","","https://www.documentcloud.org/documents/4387605-Michael-Platt-Jr-Financial-Disclosure.html","","","","17","michael-platt-jr","","","","","commerce","","","","","","","","","Platt","","","","","",""
"1741","Labor","Dean A Heyl","Public Liaison","","","","2018-01-02","","https://www.documentcloud.org/documents/6420142-Dean-A-Heyl-Financial-Disclosure.html","","","","15","dean-a-heyl","true","","","","labor","","","","","Dean A. Heyl (CFE), Vice President Government Relations and Tax Counsel, is responsible for federal, state and local issues affecting the franchise model in addition to providing research and advice on tax issues. Heyl previously worked for the Direct Selling Association as a state and federal lobbyist and was the Executive Director of the Coalition for Affordable Accounting. His public sector experience includes serving as a senior advisor in the offices of the Idaho Attorney General and Governor. From 2008 – 2011, he sat on the Internal Revenue Service Advisory Council, which advises the IRS on tax administration policy, programs, and initiatives.","International Franchise Association","https://www.franchise.org/dean-heyl","","Heyl","","","","","",""
"1106","Commerce","Gilbert Kaplan","Under Secretary for International Trade","","","","","","https://www.documentcloud.org/documents/4387599-Gilbert-Kaplan-Financial-Disclosure.html","","","","17","gilbert-kaplan","true","","","","commerce","","","","","","","","","Kaplan","","","","","",""
"1109","Commerce","Walter Copan","Under Secretary for Standards and Technology","","","","2017-10-05","","https://www.documentcloud.org/documents/4387600-Walter-Copan-Financial-Disclosure.html","","","","17","walter-copan","","","","","commerce","","","","","","","","","Copan","","","","","",""
"3211","Justice","Stephen John Cox","Deputy Associate Attorney General","","","$175,500","2017-03-05","","","","","","32","stephen-john-cox","","true","","","justice","","","","","","","","","Cox","","","","Stephen Cox was corporate counsel for Apache Corporation, a petroleum and natural gas exploration and production company, where, among other things, he gave advice on regulatory challenges and multiple state and federal investigations, according to his Linkedin profile. Before that, he served a stint in the Federal Bureau of Investigation and represented clients, including BP, as an attorney at the law firm WilmerHale, where he counseled multinational companies on compliance issues and investigations relating to anti­corruption laws, trade sanctions, export controls, political lobbying, immigration and hydraulic fracturing.","",""
"1188","State","Lisa A. Johnson","Ambassador, Namibia","","","","2017-11-16","","https://www.documentcloud.org/documents/4388245-Lisa-A-Johnson-Financial-Disclosure.html","","","","14","lisa-a-johnson","","","","","state","","","","","","","","","Johnson","","","","","",""
"1108","Commodity Futures Trading Commission","Rostin Behnam","Commissioner","","","","2017-08-03","","https://www.documentcloud.org/documents/4387619-Rostin-Behnam-Financial-Disclosure.html","","","","56","rostin-behnam","","","","","commodity-futures-trading-commission","","","","","","","","","Behnam","","","","","",""
"1103","Defense","Robert Daigle","Director, Cost Assessment and Program Evaluation","","","","2017-08-01","","https://www.documentcloud.org/documents/4388476-Robert-Daigle-Financial-Disclosure.html","","","","16","robert-daigle","","","","","defense","","","","","Mr. Daigle previously served in CAPE during the Bush Administration as Director of Program Resources and Information Systems Management Division. Mr. Daigle earned a Bachelor of Arts in Economics and Mathematics from the University of Vermont. He was granted an MBA in Finance from Columbia Business School and a Master of Science in International Security Studies from Georgetown University. Mr. Daigle is a Professional Staff Member on the House Armed Services Committee and was the Executive Director of the Military Compensation and Retirement Modernization Commission. He previously served in the United States Army.","White House","https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-key-administration-posts-2/","","Daigle","","","","","",""
"1104","Defense","William Roper","Assistant Secretary of the Air Force for Acquisition, Technology, Logistics","","","","2018-02-15","","https://www.documentcloud.org/documents/4387632-William-Roper-Financial-Disclosure.html","","","","16","william-roper","","","","","defense","","","","https://www.linkedin.com/in/williamroper/","","","","","Roper","","","","","",""
"3197","Housing and Urban Development","Shermichael Vontrell Singleton","Senior Advisor","","","$126,148-$189,600","2017-01-20","","","","","Financial disclosure not required because of limited term of service","82","shermichael-vontrell-singleton","","","","","housing-and-urban-development","","","","","","","","","Singleton","","","","","",""
"3209","General Services Administration","Stephen Bernard Stepanek","Regional Administrator and State and Local Government Lead (Region 1 Boston)","","","","2018-03-05","2018-05-23","","","","","80","stephen-bernard-stepanek","","","","","general-services-administration","","","","","","","","","Stepanek","","","","","",""
"3238","Office of National Drug Control Policy","Taylor P. Weyeneth","White House Liaison","Deputy Chief of Staff","","$79,720","2017-03-13","2018-01-31","https://www.documentcloud.org/documents/4388298-Taylor-P-Weyeneth-Financial-Disclosure.html","","","","84","taylor-p-weyeneth-office-of-national-drug-control-policy","","","","","office-of-national-drug-control-policy","","","","","In May 2016, Taylor Weyeneth was an undergraduate at St. John’s University in New York, a legal studies student and fraternity member who organized a golf tournament and other events to raise money for veterans and their families.

Less than a year later, at 23, Weyeneth, was a political appointee and rising star at the Office of National Drug Control Policy, the White House office responsible for coordinating the federal government’s multibillion dollar anti-drug initiatives and supporting President Trump’s efforts to curb the opioid epidemic. Weyeneth would soon become deputy chief of staff.","The Washington Post","https://www.washingtonpost.com/investigations/meet-the-24-year-old-trump-campaign-worker-appointed-to-help-lead-the-governments-drug-policy-office/2018/01/13/abdada34-f64e-11e7-91af-31ac729add94_story.html?utm_term=.b6c83b45bb46","","Weyeneth","","","","","",""
"2896","Federal Communications Commission","Kathleen Abernathy","Committee Member, Advisory Committee on Diversity and Digital Empowerment","","","","2017-09-08","2017-11-14","","","","Special-government employees are not required to submit publicly-available financial disclosures","22","kathleen-abernathy","true","","","","federal-communications-commission","","","","https://www.linkedin.com/in/kathleen-abernathy-31941013a","Ms. Abernathy recently joined the law firm of Wilkinson, Barker, Knauer, LLP as Special Counsel following her retirement from Frontier Communications. She first joined Frontier in 2006 as a member of the Board of Directors following her term as a Commissioner at the Federal Communications Commission (FCC). In 2010 she accepted the position of Chief Legal Officer and Executive Vice President, Regulatory and Governmental Affairs. Over the next seven years she was on the senior leadership team that oversaw three major strategic acquisitions that eventually grew Frontier to a Fortune 250 company. She was responsible for obtaining the state and federal regulatory approvals critical to the growth of the company. At retirement she was Executive Vice President, External Affairs. She is also a member of the Board of Directors of ISO New England, a regional energy transmission organization authorized by the Federal Energy Regulatory Commission (FERC) and is a Senior Industry and Innovation Fellow with Georgetown University’s Center for Business and Public Policy, McDonough School of Business. Prior to her term as an FCC Commissioner, Ms. Abernathy worked for a number of different telecommunications companies and law firms. She has received numerous awards in recognition of her professional accomplishments and has taught as an adjunct professor at Georgetown University Law Center and Catholic University’s Columbus School of Law.","Wilkinson, Baker, Knauer, LLP","https://www.wbklaw.com/Our_Team/Kathleen_Abernathy","true","Abernathy","","","","","",""
"1119","Commerce","Richard \"Rich\" Ashooh","Assistant Secretary for Export Enforcement","","","","2017-08-14","","https://www.documentcloud.org/documents/4387597-Richard-Ashooh-Financial-Disclosure.html","","","","17","richard-rich-ashooh","true","","","","commerce","","","","","Rich Ashooh serves as the U.S. Assistant Secretary of Commerce for Export Administration. In this role, he is responsible for the U.S. dual-use export control policy, as well as  the management of the Department of Commerce’s national security, nonproliferation, and foreign policy functions within the Bureau of Industry and Security. He also oversees the Bureau’s programs that ensure industrial resources are available to meet national and economic security requirements, including the Defense Priorities Allocation System (DPAS). He also participates in the Committee on Foreign Investment in the United States (CFIUS), which reviews transactions of foreign direct investment in U.S. companies for national security concerns.

The Assistant Secretary chairs the Advisory Committee on Export Policy, which is a multi-agency tool to resolve security-related export policy matters. In addition, his responsibilities include the Office of Strategic Industries and Economic Security (SIES), the Office of Nonproliferation and Treaty Compliance (NPTC), the Office of National Security and Technology Transfer Controls (NSTTC), the Office of Exporter Services (OExS), and the Office of Technology Evaluation (OTE).

For much of his career, Rich was a senior executive in the defense industry, with the electronics group of Lockheed, which was later acquired by BAE Systems. During this time, Rich contributed to the growth of that business from an $800 million company to a nearly $5 billion enterprise and the world leader in electronic warfare. Rich was instrumental in the success of numerous programs which serve U.S. and allied warfighters. Rich also led the company’s homeland security efforts after 9/11, focusing the company’s technology solutions toward a new range of threats to our nation. He is proud to have contributed to the success of dozens of programs that have protected the lives of countless US and allied military servicemen and women.

Rich’s professional career began in the US Senate, serving for several years as a Professional Staff Member on the US Senate Committee on Governmental Affairs where his primary focus was on federal procurement policies and oversight. A leader the higher education community, Rich served on the Board of Trustees for the University System of New Hampshire, Franklin Pierce University in Rindge, as well as the UNH Foundation board. Prior to his nomination, he served as the Director of Economic Partnerships for the University System of New Hampshire, with over 33,000 enrolled students and the largest provider of post-secondary education in the state. He also served as Interim Executive Director of the Warren B. Rudman Center for Justice, Leadership and Public Policy at the University of New Hampshire School Of Law, a nationally ranked leader in intellectual property law.

Rich was born in Manchester, New Hampshire, and is a graduate of the University of New Hampshire, where he met his wife, the former Lori Johnson of Peterborough. He and Lori have five children: Sofie 24, Emma 22, Elias 20, Maya 19, and Sam 17.","Bureau of Industry and Security - Commerce","https://bis.doc.gov/index.php/all-articles/27-about-bis/1314-rich-ashooh","","Ashooh","","","","","",""
"3276","National Endowment for the Humanities","Vincent Jonathan Ricardel","Senior Advisor to the Chairman","","","","2017-09-03","","","","","","38","vincent-jonathan-ricardel","","","","","national-endowment-for-the-humanities","","","","","","","","","Ricardel","","","","","https://www.documentcloud.org/documents/4824521-Vincent-Jonathan-Ricardel-Resume.html",""
"1112","Corporation for National and Community Service","Barbara Stewart","Chief Executive Officer","","","","2018-02-07","","https://www.documentcloud.org/documents/4387621-Barbara-Stewart-Financial-Disclosure.html","","","","58","barbara-stewart","","","","","corporation-for-national-and-community-service","","","","","","","","","Stewart","","","","","https://www.documentcloud.org/documents/4824451-Barbara-Stewart-Resume.html",""
"1116","Central Intelligence Agency","Courtney Simmons Elwood","General Counsel","","","","2017-06-05","","https://www.documentcloud.org/documents/4387550-Courtney-Simmons-Elwood-Financial-Disclosure.html","","","","2","courtney-simmons-elwood","","","","","central-intelligence-agency","","","","","","","","","Elwood","","","","","",""
"1117","Defense","Michael D. Griffin","Under Secretary for Research and Engineering","Principal Deputy Under Secretary for Acquisition, Technology, and Logistics","","","2018-02-15","","https://www.documentcloud.org/documents/4388538-Michael-D-Griffin-Financial-Disclosure.html","","","","16","michael-d-griffin","","","","","defense","","","","","Nominated by President George W. Bush and confirmed by the United States Senate, Michael Griffin began his duties as the 11th Administrator of the National Aeronautics and Space Administration on April 14, 2005. As Administrator, he leads the NASA team and manages its resources to advance the U.S. Vision for Space Exploration. Prior to being nominated as NASA Administrator, Griffin was serving as Space Department Head at Johns Hopkins University's Applied Physics Laboratory in Laurel, Md. He was previously President and Chief Operating Officer of In-Q-Tel, Inc., and also served in several positions within Orbital Sciences Corporation, Dulles, Va., including Chief Executive Officer of Orbital's Magellan Systems division and General Manager of the Space Systems Group. Earlier in his career at NASA, Griffin served as associate administrator for exploration from August 1991 through March 1993, becoming chief engineer in March 1993 through January 1994. He also served as deputy for technology at the Strategic Defense Initiative Organization. He has been an adjunct professor at the University of Maryland, Johns Hopkins University and George Washington University, where he taught courses in spacecraft design, applied mathematics, guidance and navigation, compressible flow, computational fluid dynamics, spacecraft attitude control, astrodynamics and introductory aerospace engineering. He is the lead author of more than two dozen technical papers, as well as the textbook, \"Space Vehicle Design.\" A registered professional engineer in Maryland and California, Griffin is a member of the National Academy of Engineering and the International Academy of Astronautics, an Honorary Fellow of the American Institute of Aeronautics and Astronautics (AIAA), a Fellow of the American Astronautical Society, and a Senior Member of the Institute of Electrical and Electronic Engineers. He is a recipient of the NASA Exceptional Achievement Medal, the AIAA Space Systems Medal, and the Department of Defense Distinguished Public Service Medal, the highest award given to a non-government employee. Griffin received a bachelor's degree in physics from Johns Hopkins University; a master's degree in aerospace science from Catholic University of America; a Ph.D. in aerospace engineering from the University of Maryland; a master's degree in electrical engineering from the University of Southern California; a master's degree in applied physics from Johns Hopkins University; a master's degree in business administration from Loyola College; and a master's degree in Civil Engineering from George Washington University. He is a certified flight instructor with instrument and multiengine ratings.","National Aeronautics and Space Administration","https://www.nasa.gov/about/highlights/griffin_bio.html","","Griffin","","","","","",""
"1114","Defense","Richard V. Spencer","Secretary of the Navy","","","","2017-08-01","","https://www.documentcloud.org/documents/4388537-Richard-V-Spencer-Financial-Disclosure.html","","","","16","richard-v-spencer","","","","","defense","","","","","A Connecticut native, Spencer graduated from Rollins College in 1976 with a Bachelor of Arts in Economics. Upon graduation he joined the United States Marine Corps and proudly served as an H-46 pilot until 1981 before departing active duty to enter the private finance sector. Spencer worked on Wall Street for 16 years with responsibilities centered on investment banking services and a particular focus on strategic advisory services and capital market underwriting. After three years as president of Crossroads Investment Management LLC, a leading venture capital and private equity fund-of-funds investment firm, Spencer joined Intercontinental Exchange, Inc. (NYSE-ICE), the leading electronic commodity futures exchange, as chief financial officer. ICE introduced transparency and risk management to the global derivatives markets. As vice chairman he was responsible for the transition of the company from private to public, including initial board of directors recruitment, the initial public offering and the subsequent three secondary offerings, financial reporting, strategy development and implementation, and human resources management. From 2007 to 2017 Spencer was the managing director of Fall Creek Management, LLC. Spencer served on the Board of Directors of Global Atlantic Financial Group, ENGAGEcx LLC, 86Borders LLC and StarPound Technologies. His charitable activities include board service on the Marine Corps Heritage Foundation, The Community Foundation of Jackson Hole, Teton County Search & Rescue Foundation, Veterans Campaign/Center for Second Service, and Honoring Our Vets. Spencer served on the Defense Business Board and the Chief of Naval Operations Executive Panel.","United States Navy","http://www.navy.mil/navydata/bios/bio.asp?bioID=1001","","Spencer","","","","","",""
"3273","Commerce","Vanessa M. Morrone","Spokesperson and Press Secretary, International Trade Administration","","","","2018-11-01","","","","","","17","vanessa-m-morrone-commerce","","","","","commerce","","","","","","","","","Morrone","","","","","",""
"1189","State","M. Lee McClenny","Ambassador, Paraguay","","","","2017-12-21","","https://www.documentcloud.org/documents/4388260-M-Lee-McClenny-Financial-Disclosure.html","","","","14","m-lee-mcclenny","","","","","state","","","","","","","","","McClenny","","","","","",""
"2915","Environmental Protection Agency","Kevin Chmielewski","Director of Scheduling and Advance","Deputy Chief of Staff for Operations","","","2017-05-14","","","","","Financial disclosure is not available, according to an agency ethics attorney","67","kevin-chmielewski","","","","","environmental-protection-agency","","","","","Chmielewski grew up an avid surfer and worked at a number of local establishments including OC Parasail. After graduating from Decatur in 1998, Chmielewski joined the Coast Guard. His dream was to become a ship captain, and in some ways, he still holds onto that dream. His foray into politics was one part fate and another part dumb luck, as his brother, who does production work in Washington, introduced him to some White House advance guys who gave him a shot in 2003 to help manage a trip for then-Vice President Dick Cheney. Chmielewski fell in love with the job and quickly started to rise up the ranks as one of the behind the scenes staffers that make the world of political events run smoothly. He quickly became a hot commodity in the advance world of GOP politics, working for former President George W. Bush, and working on the campaigns of John McCain, Mitt Romney and many other men who have tried and failed to hold the highest office in the land.","The Dispatch","https://mdcoastdispatch.com/2016/04/21/an-amazing-moment-for-decatur-grad-who-now-works-as-trump-campaign-staffer/","","Chmielewski","","","","","",""
"3005","Broadcasting Board of Governors","Matthew Ciepielowski","White House Liaison","","","","","","","","","","63","matthew-ciepielowski-broadcasting-board-of-governors","","","","","broadcasting-board-of-governors","","","","https://www.linkedin.com/in/matt-c-760a3434/","Build team of political appointees, including communications, congressional affairs, and advance. Review and make recommendations on grants totaling $100 million per year. Successfully secured presidential nomination for head of agency.","LinkedIn","https://www.linkedin.com/in/matt-c-760a3434/","","Ciepielowski","","","National Endowment for the Humanities","","",""
"1125","Defense","David L. Norquist","Under Secretary and Comptroller","","","","2017-05-25","","https://www.documentcloud.org/documents/4387635-David-Norquist-Financial-Disclosure.html","","","","16","david-l-norquist","","","","","defense","","","","","Prior to his current role in the Department of Defense he was a Partner with Kearney and Company, a CPA firm that provides audit, accounting and consulting services to the Federal government. His career as a federal employee included providing financial management leadership at virtually every level at which the Federal government spends or oversees the expenditure of money. This includes eight years with the Department of the Army working at Army Headquarters, at a Major Command and at a field site; five years as professional staff on the House Appropriations Committee, Subcommittee on Defense; and four years as Deputy Under Secretary of Defense in the office of the Comptroller. From 2006 to the end of 2008, Mr. Norquist served as the first Senate confirmed Chief Financial Officer for the Department of Homeland Security. As CFO, he established a formal process to eliminate pervasive weaknesses in DHS’s financial statement and put DHS on its path to a clean audit opinion. From FY 2006 to FY 2008, DHS reduced the number of material weaknesses by 40% and the number of department-wide audit disclaimer conditions by 70%. Mr. Norquist holds both a BA in Political Science and a Master of Public Policy from the University of Michigan and an MA in National Security Studies from Georgetown University. He co-authored DHS: The Road to a ‘Clean’ Opinion, Journal of Government Financial Management (Summer 2014) and is author of The Defense Budget: Is it Transformational? Joint Force Quarterly (Summer 2002). He and his wife Stephanie reside in Virginia with their three children.","Department of Defense","https://web.archive.org/web/20180205155630/https://www.defense.gov/About/Biographies/Biography-View/Article/1289725/david-l-norquist/","","Norquist","","","","","",""
"3278","Interior","Virginia H. Johnson","Special Assistant to the Secretary","Principal Deputy Assistant Secretary For Fish and Wildlife and Parks","","$161,900","2017-01-20","2017-07-17","","","","Financial disclosure not required to be publicly released for this position","35","virginia-h-johnson","true","true","","","interior","true","2006","https://soprweb.senate.gov/index.cfm?event=getFilingDetails&filingID=353E74D3-9AB2-4EF8-A418-94C8C7DAFE24&filingTypeID=9","","","","","","Johnson","","","","Virginia Johnson was director of federal relations for North Carolina Gov. Pat McCrory, a staffer in the House, a legislative affairs advisor for the Department of Defense and a lobbyist for Red Cross.","https://www.documentcloud.org/documents/4873411-Virginia-H-Johnson-Resume.html",""
